,text,polarity,Sentiment
2942,voxcspppsoe75up84kkk orwell1984 rabia2014 pandemia encefalomielosis trumpvaccine pfizerbiontech man_made,0.0,Neutral
2943,no adverse affect vaccine arm bit sore youd expect injection feel bit,0.0,Neutral
2944,covid_19 pfizerbiontech dictaturesanitaire كورونا pfizer covid19 vaccin vaccinationcovid _ affected covid,0.0,Neutral
2945,dont witness thing india surely lead world,0.5,Positive
2946,think got pfizerbiontech shot not look like normal biological human,0.075,Positive
2947,dont witness thing india surely lead world pfizerbiontech norway,0.5,Positive
2948,dont let u find held back pfizer vaccine trump amp crony investment moderna,0.0,Neutral
2955,covid19 vaccine whats covid19 covidvaccine covid vaccine ingredient moderna pfizer pfizervaccine,0.0,Neutral
2956,almost 24 hour post first dose covid19vaccine pfizerbiontech side effect thus far excessive cleaning diy,0.033333333333333326,Positive
2957,thankful receiving second dose pfizerbiontech covid19 vaccine feel entirely normal beyond mild soreness,0.1611111111111111,Positive
2958,yay parent coronavirusvaccine door door trip vaccination centre 1 hr given,0.0,Neutral
2959,israel jumped queue covid19 vaccine netanyahu made 17 call,0.0,Neutral
2961,reaching vulnerable across ni care home retired staff returning uniform help vaccine rol,-0.5,Negative
2963,received amp distributed half million pfizerbiontech amp moderna vaccine w delivery c,-0.16666666666666666,Negative
2964,doctor dy 2 week taking vaccine covid19 pfizervaccine pfizerbiontech course try say not,0.0,Neutral
2967,happy sunday guy interview interesting infection rate soaring situation critical,0.43333333333333335,Positive
2968,worried covid vaccine im nh dental nurse vaccine friday side effect painful arm,-0.7,Negative
2971,89 year old nan getting covid vaccination next week shes strong woman glad anti,0.2583333333333333,Positive
2972,not simple giving jab arm good insight pfizer vaccine slow roll,0.1333333333333333,Positive
2973,thanks littletown medical practice west pcn letting join covidvaccination today n,0.1,Positive
2974,first dose pfizerbiontech covid19 vaccine received felt really quite emotional good way beg,0.2875,Positive
2975,sex person whose prickedvaced via debunked,0.0,Neutral
2976,israel leading vaccination drive france floundering africa far behind horizon india,-0.15000000000000002,Negative
2979,first vacc youre eligible get pfizerbiontech,0.25,Positive
2980,relieved know wife london nh received 1st dose pfizerbiontech vaccine friday relieved not,0.0,Neutral
2981,irancoronavirusdeath tollexceeds199300 khameneis red crescent announced ban importing150,0.0,Neutral
2982,israel paid jump vaccine queue pfizerbiontech benjaminnetanyahu via,0.0,Neutral
2983,economist great task via vaccinestrategy vaccination covid19 moderna pfizerbiontech,0.8,Positive
2984,covidvaccine pfizerbiontech oxfordastrazeneca met strict standard safety quality,0.0,Neutral
2985,yesterday received first dose pfizerbiontech covid19vaccine side effect manifested far ove,0.175,Positive
2986,poorly march covid19time stopped still closest friend,-0.4,Negative
2987,worth getting early sunday thanks covidvaccine pfizerbiontech covid19,0.20000000000000004,Positive
2988,4th day vaccinating pfizerbiontech vaccine amazing atmosphere team go,0.6000000000000001,Positive
2989,like comment share india thecutting thecuttingminis vaccine,0.0,Neutral
2990,little prick drawing vaccine pfizerbiontech pfizercovidvaccine covidvaccination,-0.1875,Negative
2991,expect pm national interest get pfizer chief phone,0.0,Neutral
2992,received second shot pfizercovidvaccine two done pfizerbiontech covid19vaccination thisisourshot stopthespread,0.0,Neutral
2993,p pfizerbiontech modernavaccine us lipidnanoparticles,0.0,Neutral
2994,people whod like start ostracising others not wish get immunised new type jab let,0.13636363636363635,Positive
2995,day 12 vaccine confirm not 3 ear not 11 toe not better phon,-0.25,Negative
2996,turk proud covidvaccine pfizerbiontech,0.8,Positive
2998,buckle buttercup second pfizerbiontech dose bear misgiving mild side effect,0.16666666666666666,Positive
2999,plan add vaccination number every county u managed get county,0.0,Neutral
3000,side effect profile pfizerbiontech vaccine pretty much identical,0.225,Positive
3001,mom got dose 2 vaccine today feeling incredibly thankful humbled covidvaccinated,0.9,Positive
3002,yes unfortunately government decided go pfizers recommendation interval 1st j,-0.5,Negative
3003,urgent dont take vaccine wolf sheep clothing new world order science put undetected microc,0.13636363636363635,Positive
3004,received amp distributed half million pfizerbiontech amp moderna vaccine w delivery continuing week,-0.16666666666666666,Negative
3005,second shot done thank science pfizerbiontech scienceworks worththeshot,0.0,Neutral
3006,almost 60 hr second pfizerbiontech vaccine upper arm little sore around vaccination site ye,-0.0625,Negative
3007,provisional order people ireland vaccinated covid19 18 pr,0.0,Neutral
3008,24 hour post second dose pfizerbiontech vaccine thread,0.0,Neutral
3009,china surpasses u term absolute number total vaccination israel still leading well ahead,0.1,Positive
3013,grandad recieved pfizerbiontech covidvaccine today he 88 lost nan covid 30 day ago thank,0.0,Neutral
3014,critical care paramedic wnc recd 2nd pfizer shot today pfizerbiontech,0.0,Neutral
3015,irancoronavirus death toll exceeds199300 khameneis red crescent announced ban,0.0,Neutral
3016,24 hour second dose pfizerbiontech vaccine fully expecting symptom fatigue,0.0,Neutral
3017,youre anti american vaccine please advised immunisation youre taking clinic already also,0.0,Neutral
3018,got pfizerbiontech vaccine control gene already feeling invincible,0.0,Neutral
3019,great help vaccinate vulnerable local community long way go virus de,0.06250000000000001,Positive
3020,got 2nd dose pfizerbiontech covidvaccine yesterday mild muscle pain feeling great got vac,0.37777777777777777,Positive
3021,eu denmark leading cumulative vaccination per 100 ppl covid19 pfizerbiontech vaccination dkpol,0.0,Neutral
3022,elated sister caroline work frontline chicago hospital itunurse first family fu,0.25,Positive
3023,unless there something different pfizerbiontech vaccine astrazeneca oxfordvaccine ha,0.0,Neutral
3024,first covid19 vaccine today no side effect ill giving others thursday middlewic,-0.125,Negative
3025,enrolled encourage anyone gotten vaccine participate would great collect,0.8,Positive
3026,glad get second dose pfizerbiontech vaccine yesterday immune response kicking minor ache full,0.2,Positive
3027,yesssssirski lfg dose number 12 here happier healthier 2021 feeling aok qsq hit dm,0.0,Neutral
3028,science trust covidvaccine pfizerbiontech,0.0,Neutral
3029,question mrna based covid vaccine immunologist expertise stopscontrols replication,0.0,Neutral
3030,thankful received covid 19 vaccine today thank hard work,-0.2916666666666667,Negative
3031,grateful recieve first dose pfizerbiontech covid19vaccination,0.25,Positive
3032,worked day yesterday post 2nd dose day 2 no headache no arm pain little fatigue im emergen,-0.09375,Negative
3033,happened dose 12 feeling incredibly grateful vaccine pfizercovidvaccine pfizerbiontech toh,0.9,Positive
3034,eu secures deal double pfizerbiontech vaccine supply via covid,0.0,Neutral
3035,180 people vaccinated 4 hr covid19 pfizerbiontech winningthewar tiredprimarycarenurse gpn letsgetthisdone,0.0,Neutral
3036,absolute worst headache ive long time possiblelikely could vacci,-0.2833333333333334,Negative
3037,pfizerbiontech 2nd dose sore arm side effect lasted day,0.0,Neutral
3038,first vaccine today nh worker day hrh queen feel privileged receive wonder,0.25,Positive
3040,actually went looked data side effect pfizerbiontech vaccine even seco,0.0,Neutral
3042,got second jab pfizerbiontech vaccinessavelives covidvaccine,0.0,Neutral
3044,26 hour since 2nd covid19 pfizer vaccination arm extremely sore woke morning,-0.0625,Negative
3045,familiarise astra zeneca vaccine mammoth week ahead good protect people,0.7,Positive
3046,_ affected covid covid_19 pfizerbiontech dictaturesanitaire كورونا pfizer covid19 vaccin vaccinationcovid,0.0,Neutral
3047,norway 29 people dead pfizervaccine germany 10 death vaccine,-0.2,Negative
3048,cdc publishes fact sheet amp info covid vaccine including list people not take texas,0.0,Neutral
3049,quick question not warzone related currently shielding work today first vaccine dose,0.14583333333333331,Positive
3050,know covid19 vaccine criticism coming influencers hoping get paid,0.0,Neutral
3051,watch pfizerbiontech vaccine offer protection newcovidstrain covid19 coronavirusstrain,0.0,Neutral
3052,first dose done pfizerbiontech,0.25,Positive
3053,feeling extremely grateful lucky optimistic received first pfizerbiontech vaccine wishing everyo,0.15277777777777776,Positive
3054,american vaccine although there one germanamerican vaccine well used new technology named mrna,0.06818181818181818,Positive
3056,publichealth covid19 modernavaccine moderna pfizerbiontech pfizercovidvaccine 44 pfizer moderna,0.0,Neutral
3057,publichealth covid19 modernavaccine moderna pfizerbiontech pfizercovidvaccine 34 pentagonrun operati,0.0,Neutral
3058,publichealth covid19 modernavaccine moderna pfizerbiontech pfizercovidvaccine 24 according organ,0.0,Neutral
3059,publichealth covid19 modernavaccine moderna pfizerbiontech pfizercovidvaccine 14 operation warp speed,0.0,Neutral
3060,covid19 vaccine update pfizerbiontech 5052 health impact event first 5 day,0.25,Positive
3061,dr fun feel good effort psa please share get 2021 covid19 pfizercovidvaccine,0.5,Positive
3062,got dose 2 friday admit feel though kinda make u nurse superheroes covidkiller,0.0,Neutral
3063,feeling privileged first covid vaccine today covidvaccination pfizerbiontech,0.25,Positive
3065,completed 2 shot covid19 vaccination series today no reaction well grateful scientist,0.0,Neutral
3066,feeling honoured able today well worth sore arm got ta wait dose number 2,0.4,Positive
3067,first vaccine dose getvaccinated pfizerbiontech covid19,0.25,Positive
3068,lebanese government keep postposing promise sign pfizerbiontech vaccine agreement people,0.0,Neutral
3069,markofthebeast connected vaccination vaccinestrategy pfizerbiontech astrazeneca zaidhamid xrp,0.0,Neutral
3070,brilliant hilary record number today team figure build tomorrow,0.9,Positive
3071,2nd dose beast temp 102f overnight nothing 1000mg tylenol sleeping 12 hr cant,0.0,Neutral
3072,get pfizerbiontech vaccine next day arm feel like run armored tank,0.0,Neutral
3073,2021 looking quit special completed second covid19 vaccine pfizerbiontech week beautifu,0.17857142857142858,Positive
3074,dose 2 pfizerbiontech covidvaccination nearly 24 hour ago symptom ive experienced sor,0.45,Positive
3075,privileged receive dose 1 pfizerbiontech vaccine thankful people amp science behind hope reach,-0.4,Negative
3076,single do,-0.07142857142857142,Negative
3077,not uncap shoot folk great description covid19 vaccine pfizerbiontech,0.8,Positive
3078,great uptake covidvaccination clinic week pfizerbiontech vacc able use,0.65,Positive
3079,first vaccine done 2days ago feel absolutely fine pfizerbiontech vaccinated,0.33333333333333337,Positive
3080,really privileged ive offered first pfizerbiontech covid19 vaccination evening back,0.15,Positive
3081,due second pfizerbiontech vaccine tomorrow rescheduled 18th feb hopefully avoid virus,-0.0625,Negative
3082,know incredibly lucky thative covidvaccine pfizerbiontech dos amazing work done,0.4666666666666667,Positive
3083,glad arent government lied hcw not adhering schedule do,0.5,Positive
3085,4 ultra cold chain storage pfizerbiontech vaccine requires careful planning dos not wasted,-0.19999999999999998,Negative
3086,not understand second jab pfizerbiontech vaccine given 3 week people uk,0.0,Neutral
3087,bonniehenry asked u follow guideline since beginning pandemic amp,0.0,Neutral
3088,36 hour post covid19 pfizer vaccine 2 ran 10 mile trail no fever chill ache feeling great bles,0.8,Positive
3089,friend give friend mrna vaccinating teamwork make immune system wo,0.0,Neutral
3090,getting dose 2 today thank nurse pharmacist working overtime sunday,0.0,Neutral
3091,got pfizerbiontech vaccine 1st shot stopthespread covidvaccine,0.0,Neutral
3092,miracle science thank 2nd shot vaxxie vaxxed gratitude pfizer phuckcovid covid19,0.0,Neutral
3094,covidvaccination 10minute podcast key stuff know astrazeneca pfizerbiontech ja,0.0,Neutral
3095,arm hurt bit lift mildarmsoreness 24hourcheck shot2done covid19 pfizerbiontech vaccinessavelives,0.0,Neutral
3096,covid vaccine number one done today hopefully wont long finished countrywide covid_19,-0.05,Negative
3097,thanks way expert,0.2,Positive
3098,less hyperbole action get army involved role 247 health worke,-0.033333333333333326,Negative
3099,vaccination thankyou amazing scientist across world worked tirelessly,0.6000000000000001,Positive
3100,dont loose customer exagerated wait time use virtual waiting app covid19 covidtesting,-0.07692307692307693,Negative
3101,new national protocol pfizerbiontech vaccine relief thanks lead governance,0.16818181818181818,Positive
3102,factcheck medium platform january 7 reported former vice president nigeria fir,0.0,Neutral
3103,brother dr martim getting pfizerbiontech covid vaccine,0.0,Neutral
3104,thank pfizerbiontech covidvaccine,0.0,Neutral
3105,delighted vaccine today lt3 not wait 2nd dose feel bit safer place work,0.35,Positive
3106,englishlit possible side effect pfizer biontech v vaccine,0.0,Neutral
3107,helping nation nh deliver covid vaccine managed inject lot lot eligible individual great effici,0.4,Positive
3108,covidvaccine dose 2 stopthespread startthehealing pfizerbiontech pfizercovidvaccine covid19vaccine,0.0,Neutral
3109,scarce vaccine supply cumbersome paperwork lack healthcarestaff aged immobile population ha,-0.1,Negative
3110,covid19 vaccine administered today efficient amp everyone high spirit well,0.16,Positive
3111,happy gotten first dose pfizerbiontech covid19 vaccine yesterday,0.525,Positive
3112,dear dr would like ask best window administer pfizerbiontech vaccine,1.0,Positive
3113,ok almost 48 since 2nd dose pfizer covid vaccine symptom free said felt really bad 12,0.050000000000000044,Positive
3114,katalin karikó biochemist working biontech company partnered pfizer produce one first,0.25,Positive
3115,husband aunt pfizerbiontech jab christmas mine aft,0.0,Neutral
3116,elearning sunday case im needed work vaccination hub hope pfizerbiontech,0.0,Neutral
3117,42 hour post second dose pfizerbiontech covid19 vaccine feel fabulous arm soreness f,0.2,Positive
3118,get vaccine youre absolute idiot vaccine mrna pfizerbiontech pfizer depopulation,-0.30000000000000004,Negative
3119,say dj pfizerbiontech said no data demonstrate protection afte,0.0,Neutral
3120,get chance take vaccine would take thanks colleague,0.2,Positive
3121,first covidvaccination covid19 70 immortal pfizervaccine pfizerbiontech pfizer,0.25,Positive
3122,vaccine breastfeeding tiny human came today vaccinated exclusively bre,0.0,Neutral
3123,amp husband completed vaccination hope get pfizerbiontech,0.0,Neutral
3124,getting vaccinated today pfizerbiontech,0.0,Neutral
3125,vaccinated well first dose least encourage everyone get soon available help defeat v,0.11666666666666668,Positive
3126,never excited get stabbed arm thank wilbur taking much care despite slig,0.0062500000000000056,Positive
3127,managed dodge covid 2020 morning got first dose vaccine pfizerbiontech,0.25,Positive
3128,woefully behind country israel way ahead smartly ordered pfizerbiontech,-0.09285714285714287,Negative
3129,covid19 nothing death fear spread order push vaccination profit p,0.0,Neutral
3130,temp sort craziness went 405 couple time jolly 384,0.0,Neutral
3131,covid19 vaccine pfizerbiontech 70c 15 university oxford astrazeneca fridg,0.0,Neutral
3132,first dose pfizerbiontech vaccine today truly impressed see arrangement high prais,0.47,Positive
3133,isnt enough word say grateful received first covid19vaccine pfizerbiontech today,0.125,Positive
3134,discover today front page belgianpress mbayeleye standard variantecovid variant dogstudio,0.0,Neutral
3135,today good day sometimes nh staff good thing covidvaccination pfizerbiontech,0.7,Positive
3136,feel privileged received covidvaccination yesterday everyone around world,0.0,Neutral
3137,tiffanydover pfizerbiontech used tiffany photo profile inter,0.0,Neutral
3138,puzzled science didnt hear citing anything also part agreement,0.0,Neutral
3139,im glad asked second jab elderly 81 year old nan shi,0.19999999999999998,Positive
3140,first covid19 vaccine yesterday evening thanks opportunity arm little tender,0.08750000000000001,Positive
3141,pfizer could withdraw vaccine supply quebec twodose schedule not followed legault,0.0,Neutral
3142,joe biden take second shot vaccine opposition want pm modi,0.0,Neutral
3143,wewantpfizer pfizerbiontech pfizer not getting approved india,0.0,Neutral
3144,would happily go get vaccine 24 hour day let get done asap delay,0.8,Positive
3145,simple video comparing 3 covid vaccine currently available uk three covid19 vaccine,0.2,Positive
3146,delaying pfizerbiontech,0.0,Neutral
3147,ill comfortable modernavaccine pfizerbiontech,-0.04999999999999999,Negative
3148,american said pfizerbiontech vaccine also mutation,0.0,Neutral
3149,got dash 19 test morning hella nervous cross finger im negative covid19 covid2021 vibe,-0.15,Negative
3150,got second covid shot afternoon 3hr glucose tolerance test moved tomorrow morning shou,0.0,Neutral
3151,pic didnt happen covid vaccine 2 full disclosure next 24 hour felt like 18wheeler still bet,0.175,Positive
3152,hit 12mil vaccination today 3x better keep month resource,0.5,Positive
3153,dose 2 pfizerbiontech arm feeling thankful grateful let get moving get ppl vaccina,0.0,Neutral
3154,took pzifer vaccine dose 2 yesterday today knocked foot feel like ive hit mac,0.0,Neutral
3155,vaccine associated selfie disorder vasd covidstache n95stache pfizerbiontech,0.0,Neutral
3156,got first dose covid vaccine today part stop spread move mess,0.037500000000000006,Positive
3157,raise production target year 21 two billionjanuary 11 2021 2325 hkt coronavirusvaccine,0.0,Neutral
3158,usa thay no covid anymore thing thay virus pfizerbiontech,0.0,Neutral
3159,complex there separate rule hcws,-0.3,Negative
3160,send national guard get dos vaccine buy directly governor stand bull,0.1,Positive
3161,latest nh missive say pfizerbiontech booster delayed 12 week get many people 1st do,0.5,Positive
3162,choice vaccine someone take given people not mandated government pfizerbiontech,0.0,Neutral
3163,first dose thank dedicated scientist paused career develop,0.25,Positive
3164,received second dose covid19 vaccine received vaccine protect family coworkers,0.0,Neutral
3165,today first dose vaccineforever grateful whole team pfizerbiontech,0.225,Positive
3166,got 2 onward better day getvaccinateddc pfizerbiontech here hoping clinic day tomorrow not,0.5,Positive
3167,done got mine urge rest follow covidvaccination togetherwecanbeatthis pfizerbiontech,0.0,Neutral
3168,prophecy state everyone receive mark beast without wont able buy sell,0.5,Positive
3169,slick operation covid vaccination felt quite overwhelmed enormity ha,-0.25,Negative
3173,mom got first dose pfizerbiontech covid19 vaccine happy family fight onli,0.525,Positive
3174,vaccine 3am next week office hour month tricky one im shielding jcvi group 4 plea,0.0,Neutral
3175,look great involved role,0.8,Positive
3176,pfizerbiontech boosted 2021 delivery target covid19 vaccine 2 billion dos 13 bil,0.0,Neutral
3177,irancoronavirus death toll exceeds199300 khameneis red crescent announced ban importing1,0.0,Neutral
3178,day 1 post covid vaccine aside half dead arm mild headache im feeling good mostly gratefu,0.2333333333333333,Positive
3179,take sputnik take pfizerbiontech thanks,0.2,Positive
3180,delighted get 1st dose covid19vaccine pfizerbiontech mercy hospital today thanks much,0.36666666666666664,Positive
3181,well thats got text change gap 2nd dose pfizervaccine pfizerbiontech,0.0,Neutral
3182,happy family friend couple 80 got call today vaccination app,0.8,Positive
3183,privileged receive dose 2 pfizerbiontech covid19 vaccine case death patient soar,0.0,Neutral
3184,grateful received today thank staff volunteer running,0.0,Neutral
3185,first apparent dead pfizerbiontech pfizervaccine shocking true,-0.11000000000000001,Negative
3186,grandma amp grandad 8485 staffordshire pfizerbiontech covidvaccine dos already bu,0.0,Neutral
3187,feeling extremely thankful able get first covid 19 vaccine vaccine cool,0.24375,Positive
3188,honestly number time get jab arm repeated last week politi,0.3,Positive
3189,fortunate get first dose covid19 vaccine saturday pfizerbiontech covid19researcher bsl3personnel,0.325,Positive
3190,ok 2 question covid response uk 1 evidence 12wk gap covidvaccine retains,0.5,Positive
3191,ecoronapass launch optimized software platform facilitate covid19 test vaccination nationwide,0.0,Neutral
3192,group prone contracting covid19 aged 80 amp vulnerable within group,-0.3,Negative
3193,proud get first dose pfizer vaccine morning incredibly grateful scientist made,0.65,Positive
3194,grateful get first dose pfizerbiontech covid vaccine today thanks reco,0.225,Positive
3195,83 yo mom amp whole alf got first dose vaccine lab helped develop didnt expect tear,0.225,Positive
3196,excellent news great small step eh thankfully friday night gp surgery phoned mother,0.5166666666666667,Positive
3197,received first dose pfizerbiontech vaccine morning thank dr sahin amp dr tureci enormously,0.125,Positive
3198,got vaccine amp thearmy really clinic amazingly organised great set th,0.5333333333333333,Positive
3199,covid19 covidvacccine 1st dose vaccine done many thanks hard working colleague al,0.1361111111111111,Positive
3200,thank something celebrate today covid got go covidvaccination pfizerbiontech musc,0.0,Neutral
3201,covid vaccine 1 vaccine 2 vaccine 1 minor soreness vaccine 2 stay tuned update pfizerbiontech,-0.05,Negative
3202,got covid vaccine today vaccinocovid pfizerbiontech,0.0,Neutral
3203,75 year old asthmatic mother got first covid vaccine shot couldnt happier vaccine pfizerbiontech,0.175,Positive
3204,vaccine 2 grateful providing vaccine protecting staff community cov,0.0,Neutral
3205,4400 adverse event reported u receiving pfizerbiontech vaccine 02 175 case,0.0,Neutral
3206,wife miami obstetrician dr gregory michael blamed death itp pfizerbiontech covidvaccine,0.0,Neutral
3207,bosnia federation fbih entity secured socalled coldchain pfizerbiontech vaccine transportation,0.0,Neutral
3208,second dose vaccine done covidvaccine coronavirusvaccine pfizervaccine pfizerbiontech byebyecovid,0.0,Neutral
3209,quick antibody run kick week vacation rather vaccication get shot mask stay distanced,0.3333333333333333,Positive
3210,get youve got good chance johnson also another pr,0.7,Positive
3211,pfizer inc biontech se raised covid19 vaccine production target year 2 billion shot,0.0,Neutral
3212,vacciné got first jab pfizerbiontech vaccine sarscov2,0.25,Positive
3213,feel little headachey amp tired 2nd covidvaccination pfizerbiontech identical felt la,-0.19583333333333333,Negative
3214,got first covid19 pfizerbiontech vaccine would definitely encourage others theyre,0.125,Positive
3215,glad joining vaccine positive cohort impressed process friendly staff everywhere despit,0.5255681818181819,Positive
3216,dont know anything im ready 95 effectiveness 7 day 2 done covidvaccine,0.2,Positive
3217,privileged get pfizerbiontech vaccine colleague today still social distance still,0.03333333333333333,Positive
3218,country administered covid19 vaccine number dos not number v,0.0,Neutral
3219,goodluck lebanon pfizerbiontech vaccine must administered within five day leaf main st,0.16666666666666666,Positive
3220,pfizerbiontech oxfordvaccine proof reside selangor ic,0.0,Neutral
3221,pfizerbiontech vaccin covid19 moderna fuck,-0.4,Negative
3222,pls doctor speak mrna pfizerbiontech covidvaccine 100 dna vaccine never worked,0.0,Neutral
3223,update side effect pfizerbiontech vaccine received day0 feeling good day1 yesterday afternoon,0.7,Positive
3224,80 amp 81 oldie 2nd pfizerbiontech covid19 vaccine weekend thanks amazing nh gp,0.26666666666666666,Positive
3225,triumph science collaboration pfizerbiontech,0.0,Neutral
3226,last two day 2020 clinical centre universityofpécs began vaccinating healthcare worker aga,0.0,Neutral
3227,happy receive covidvaccination confirm main side effect indeed euphoria covid19 thank,0.48333333333333334,Positive
3228,cdnpoli no ordinary joe president biden get second dose time monday exactly according fda,0.125,Positive
3229,gon na settle anything less best pfizer pfizervaccine pfizervaccine pfizerbiontech,0.4166666666666667,Positive
3230,delaying pfizerbiontech booster,0.0,Neutral
3231,listed pfizerbiontech covid19 vaccine emergency use validation open door count,0.0,Neutral
3232,morning pfizerbiontech vaccine ni,0.0,Neutral
3234,volunteered covidvaccine 30th december told second dose would within 28 day govt cha,0.0,Neutral
3235,whoever get pfizerbiontech moderna vaccine reptilian,0.0,Neutral
3236,horrible excuse socalled premier not realize global pandemicpubl,-0.35000000000000003,Negative
3237,received second dose covid19vaccine today feeling blessed cant wait colleaguesfrie,0.0,Neutral
3238,igottheshot seconddose pfizerbiontech covidvaccination feeling great grateful researcher fr,0.8,Positive
3239,several hour since first dose pfizercovidvaccine injection site little sore h,0.020833333333333332,Positive
3240,normal time wouldve today headline pfizerbiontech multiplesclerosis,0.15,Positive
3241,wish everyone access vaccinated youre able pfizerbiontech,0.5,Positive
3242,effort india bring mrna vaccine made moderna pfizer biontech necessary h,0.0,Neutral
3243,couldnt wait get vaccine owe gift scientist emergency worker worked behind th,-0.4,Negative
3244,whitneynmgi fully pfizerbiontech vaccinated grateful npchat,0.0,Neutral
3245,hand think morrison government family get pfizerbiontech vaccine,0.0,Neutral
3246,couple vaxxed unspeakable gratitude scientist healthcare worker food industry worker people tr,0.0,Neutral
3247,received booster shot 2 pfizerbiontech vaccine today pfizerbiontech pfizervaccine,0.0,Neutral
3248,dose 2 pfizerbiontech covid19 science pedsicu igottheshot righttobarearms sciencematters,0.0,Neutral
3249,astrazeneca 62 per cent efficacy leaf many people covidvulnerable consider pfizerbiontech 95 p,0.5,Positive
3250,someone point find latest data pfizerbiontech vaccination info scarce im,0.5,Positive
3251,pfizerbiontech 95 efficacy modernavaccine 945 efficacy rate mrna itismybodyitismychoice,0.0,Neutral
3252,62 efficacy compared pfizerbiontech 95,0.0,Neutral
3253,got 2nd dose pfizer vaccine today feeling great urge everyone get vaccine soon,0.4,Positive
3254,pgy1 community resident dr katie henn drawing dos patient get covid vaccine,0.0,Neutral
3255,difference covid vaccine three covid19 vaccine pfizerbiontech unive,0.0,Neutral
3256,correction previous post 62 effective rate astrazeneca covid19 vaccine astrazeneca moderna,0.21666666666666667,Positive
3257,got second dose vaccine yesterday call sick today work low grade fever muscle ache,-0.2380952380952381,Negative
3258,astrazenecas phase 3 show 67 effective rate pfeizer show 90 covid19 vaccine astrazeneca,0.6,Positive
3259,poke,0.0,Neutral
3260,another 2 home area vaccinated today 5th week since carehome vaccination programme start,0.0,Neutral
3261,super excited gotten first dose covid 19 vaccine pfizerbiontech vaccine,0.3194444444444444,Positive
3262,vaccinating got vaccinated proud day covidvaccination covid19uk pfizerbiontech,0.8,Positive
3263,received second vaccine covidvaccination pfizerbiontech kickthevirus iamahealthcareworker,0.0,Neutral
3264,excellent easy understand article debunking myth mrna vaccine pfizerbiontech amp moderna could,0.7166666666666667,Positive
3265,pfizerbiontech vaccine please romania romanian pm asks european commission 8 million extra dos,0.0,Neutral
3266,got vaccinated last week covidvaccination pfizerbiontech,0.0,Neutral
3267,covid19 vaccine today vaccinated pfizercovidvaccine pfizerbiontech,0.0,Neutral
3268,pfizer less forthcoming vaccine pfizer pfizerbiontech vaccine pfizervaccine,-0.16666666666666666,Negative
3269,could please add column total vaccination see uk compare rest,0.0,Neutral
3270,today first covid 19 vaccination covidvaccination pfizerbiontech pfizervaccine,0.25,Positive
3271,received dose 2 pfizerbiontech covid19vaccine despite mild fever headache sore arm grateful fo,0.3333333333333333,Positive
3272,btw 2 turkish biontech scientist honk also not taken vaccination pfizerbiontech vaccin,0.0,Neutral
3273,fully vaccinated covidvaccine pfizerbiontech,0.0,Neutral
3274,vaccinated today pfizerbiontech feel like released jail knowi remain maskedampsaf,-0.1,Negative
3275,dose 1 covid vaccine complete extremely grateful chance early protect famil,0.025000000000000005,Positive
3276,thank excellent roll covid19 vaccination programme,1.0,Positive
3277,first dose pfizer covid vaccine today little apprehensive feel better sore,0.1875,Positive
3278,following trend pic didnt happen im super excited received first dose,0.23958333333333331,Positive
3279,cyprus 4 coronavirus death hospital admission dropped marginally amid second lockdown contain,0.0,Neutral
3280,annalise nurse pat service received covid vaccine today st richards hospital efficie,0.0,Neutral
3281,day since first dose covid vaccine still no superpower disappointed,-0.25,Negative
3282,truly wonderful news covid19 pfizerbiontech,1.0,Positive
3283,vunwell covid patient 50 bame hcw tested positive 3 day post 2nd pfizer covid vaccination,0.11363636363636363,Positive
3284,hope vaccine stop coronavirus reach everyone pfizerbiontech nhsstaff covid19 grateful,0.0,Neutral
3285,got point pfizerbiontech pfizervaccine,0.0,Neutral
3286,feeling grateful privileged included pfizerbiontech vaccine rollout thank,0.0,Neutral
3287,day 1 postshot 2 pfizerbiontech vaccine nothing report except cell busy bee thisisourshot,0.1,Positive
3288,got second dose vaccine pfizerbiontech pfizervaccine pfizercovidvaccine frontlineheroes,0.0,Neutral
3289,feel privileged received first dose pfizerbiontech covid19 vaccination efficient,0.25,Positive
3290,philippine still expecting pfizer mrna vaccine pfizerbiontech ph govt youre dre,0.0,Neutral
3291,ill getting 2nd dose pfizerbiontech vaccine 2 day hope itll smooth 1st dose,-0.033333333333333326,Negative
3292,must say fantastic job vaccination centre got dose pfizerbiontech proud part,0.6000000000000001,Positive
3293,tunisia ministryofhealth pfizerbiontech pfizer covid19 pfizer vaccine authorised use tunisia v,0.0,Neutral
3294,covid pfizerbiontech vaccine second dose get vaccinationcovid fight covid19 thanks hospital system,0.1,Positive
3295,better sorry forgot update yesterday 72hourcheck shot2done covid19 pfizerbiontech vaccinessavelives signingofffornow,0.0,Neutral
3296,great day covidvaccination covid19 frontlineworkers pfizerbiontech,0.8,Positive
3297,1st dose big thanks whole process sheppey community hospital effortless staff,0.13333333333333333,Positive
3298,2nd dose ourbestshot covidvaccine pfizerbiontech,0.0,Neutral
3299,oh god im actually getting pfizer vaccine thursday real dreaming covid19,0.1,Positive
3300,pfizerbiontechs covid19 vaccine appeared work key mutation highly transmissible new variant,0.0987878787878788,Positive
3301,thanks wonderful nurse vhk quick easy comfortable process today barely felt,0.40277777777777773,Positive
3302,dose 1 pfizerbiontech covidvaccine igottheshot,0.0,Neutral
